ds,y
2022-11-07T09:32:23.319599334Z,16.6
2022-11-07T09:32:25.876726667Z,16.6
2022-11-07T09:32:28.278180709Z,16.6
2022-11-07T09:32:30.793492167Z,16.6
2022-11-07T09:32:33.354279959Z,16.6
2022-11-07T09:32:35.8113185Z,16.6
2022-11-07T09:32:38.371433709Z,16.6
2022-11-07T09:32:40.7769255Z,16.6
2022-11-07T09:32:43.287104709Z,16.6
2022-11-07T09:32:45.845499334Z,16.6
2022-11-07T09:32:48.278172125Z,16.6
2022-11-07T09:32:50.865254625Z,16.6
2022-11-07T09:32:53.277351125Z,16.6
2022-11-07T09:32:55.882813209Z,16.6
2022-11-07T09:32:58.339847584Z,16.6
2022-11-07T09:33:00.798163625Z,16.6
2022-11-07T09:33:03.357817084Z,16.7
2022-11-07T09:33:05.817541834Z,16.6
2022-11-07T09:33:08.375987625Z,16.7
2022-11-07T09:33:10.833756792Z,16.7
2022-11-07T09:33:13.291288792Z,16.7
2022-11-07T09:33:15.850569917Z,16.6
2022-11-07T09:33:18.309543584Z,16.7
2022-11-07T09:33:20.869138459Z,16.7
2022-11-07T09:33:23.328604667Z,16.7
2022-11-07T09:33:25.78860275Z,16.7
2022-11-07T09:33:28.2997705Z,16.7
2022-11-07T09:33:30.802770459Z,16.7
2022-11-07T09:33:33.364405625Z,16.7
2022-11-07T09:33:35.82074875Z,16.7
2022-11-07T09:33:38.380752667Z,16.7
2022-11-07T09:33:40.838732375Z,16.7
2022-11-07T09:33:43.296810084Z,16.7
2022-11-07T09:33:45.778139959Z,16.7
2022-11-07T09:33:48.314320417Z,16.6
2022-11-07T09:33:50.875630084Z,16.6
2022-11-07T09:33:53.334979334Z,16.6
2022-11-07T09:33:55.779834Z,16.6
2022-11-07T09:33:58.354004292Z,16.6
2022-11-07T09:34:00.810260417Z,16.6
2022-11-07T09:34:03.278306792Z,16.7
2022-11-07T09:34:05.778412459Z,16.7
2022-11-07T09:34:08.385915167Z,16.7
2022-11-07T09:34:10.779684459Z,16.7
2022-11-07T09:34:13.298746792Z,16.7
2022-11-07T09:34:15.863210709Z,16.7
2022-11-07T09:34:18.2787995Z,16.7
2022-11-07T09:34:20.879721625Z,16.7
2022-11-07T09:34:23.334543084Z,16.7
2022-11-07T09:34:25.794097959Z,16.7
2022-11-07T09:34:28.356717Z,16.7
2022-11-07T09:34:30.813686334Z,16.7
2022-11-07T09:34:33.371840875Z,16.7
2022-11-07T09:34:35.829913459Z,16.7
2022-11-07T09:34:38.288906459Z,16.7
2022-11-07T09:34:40.848414Z,16.7
2022-11-07T09:34:43.305534709Z,16.7
2022-11-07T09:34:45.822811084Z,16.7
2022-11-07T09:34:48.279242125Z,16.7
2022-11-07T09:34:50.884905417Z,16.7
2022-11-07T09:34:53.2816145Z,16.7
2022-11-07T09:34:55.801655042Z,16.7
2022-11-07T09:34:58.362100959Z,16.7
2022-11-07T09:35:00.817151Z,16.7
2022-11-07T09:35:03.378103042Z,16.7
2022-11-07T09:35:05.78131Z,16.7
2022-11-07T09:35:08.29428575Z,16.7
2022-11-07T09:35:10.852701834Z,16.7
2022-11-07T09:35:13.27913225Z,16.7
2022-11-07T09:35:15.786874417Z,16.7
2022-11-07T09:35:18.327930625Z,16.7
2022-11-07T09:35:20.888511625Z,16.7
2022-11-07T09:35:23.346288584Z,16.7
2022-11-07T09:35:25.780822042Z,16.7
2022-11-07T09:35:28.36546375Z,16.7
2022-11-07T09:35:30.822316542Z,16.7
2022-11-07T09:35:33.281579334Z,16.7
2022-11-07T09:35:35.841099375Z,16.7
2022-11-07T09:35:38.297092792Z,16.7
2022-11-07T09:35:40.860847917Z,16.7
2022-11-07T09:35:43.315214709Z,16.7
2022-11-07T09:35:45.874813709Z,16.7
2022-11-07T09:35:48.333907084Z,16.7
2022-11-07T09:35:50.792378584Z,16.7
2022-11-07T09:35:53.351911792Z,16.7
2022-11-07T09:35:55.810309875Z,16.7
2022-11-07T09:35:58.369008792Z,16.7
2022-11-07T09:36:00.826514417Z,16.7
2022-11-07T09:36:03.388798209Z,16.7
2022-11-07T09:36:05.844305875Z,16.7
2022-11-07T09:36:08.303513584Z,16.7
2022-11-07T09:36:10.863716709Z,16.7
2022-11-07T09:36:13.322145959Z,16.7
2022-11-07T09:36:15.879227625Z,16.7
2022-11-07T09:36:18.338576292Z,16.7
2022-11-07T09:36:20.797398667Z,16.7
2022-11-07T09:36:23.356269542Z,16.7
2022-11-07T09:36:25.813775125Z,16.7
2022-11-07T09:36:28.373815167Z,16.7
2022-11-07T09:36:30.831970042Z,16.7
2022-11-07T09:36:33.392723709Z,16.7
2022-11-07T09:36:35.8499765Z,16.7
2022-11-07T09:36:38.306181334Z,16.7
2022-11-07T09:36:40.867271959Z,16.7
2022-11-07T09:36:43.283655375Z,16.7
2022-11-07T09:36:45.884428709Z,16.7
2022-11-07T09:36:48.361872917Z,16.7
2022-11-07T09:36:50.78355325Z,16.7
2022-11-07T09:36:53.279963459Z,16.7
2022-11-07T09:36:55.781955584Z,16.7
2022-11-07T09:36:58.284320959Z,16.7
2022-11-07T09:37:00.798966417Z,16.7
2022-11-07T09:37:03.281513167Z,16.7
2022-11-07T09:37:05.7820565Z,16.7
2022-11-07T09:37:08.281219084Z,16.7
2022-11-07T09:37:10.784374625Z,16.7
2022-11-07T09:37:13.331033542Z,16.7
2022-11-07T09:37:15.785464375Z,16.7
2022-11-07T09:37:18.281276125Z,16.7
2022-11-07T09:37:20.781850792Z,16.7
2022-11-07T09:37:23.281849167Z,16.7
2022-11-07T09:37:25.781129959Z,16.7
2022-11-07T09:37:28.38447275Z,16.7
2022-11-07T09:37:30.840181334Z,16.7
2022-11-07T09:37:33.298884792Z,16.7
2022-11-07T09:37:35.781772084Z,16.7
2022-11-07T09:37:38.281200875Z,16.7
2022-11-07T09:37:40.783594459Z,16.7
2022-11-07T09:37:43.280277084Z,16.8
2022-11-07T09:37:45.791208875Z,16.8
2022-11-07T09:37:48.281700292Z,16.8
2022-11-07T09:37:50.809673542Z,16.8
2022-11-07T09:37:53.370662334Z,16.8
2022-11-07T09:37:55.825536Z,16.8
2022-11-07T09:37:58.387569292Z,16.7
2022-11-07T09:38:00.845456542Z,16.8
2022-11-07T09:38:03.282636917Z,16.8
2022-11-07T09:38:05.863222875Z,16.8
2022-11-07T09:38:08.282384042Z,16.8
2022-11-07T09:38:10.880506875Z,16.8
2022-11-07T09:38:13.339625792Z,16.8
2022-11-07T09:38:15.796608Z,16.8
2022-11-07T09:38:18.358044709Z,16.8
2022-11-07T09:38:20.814439084Z,16.8
2022-11-07T09:38:23.282035667Z,16.8
2022-11-07T09:38:25.832254375Z,16.8
2022-11-07T09:38:28.392494542Z,16.8
2022-11-07T09:38:30.852504917Z,16.8
2022-11-07T09:38:33.3083595Z,16.8
2022-11-07T09:38:35.868071084Z,16.8
2022-11-07T09:38:38.325697084Z,16.8
2022-11-07T09:38:40.88578575Z,16.8
2022-11-07T09:39:25.844681584Z,16.8
2022-11-07T09:39:28.297533709Z,16.8
2022-11-07T09:39:30.783122834Z,16.8
2022-11-07T09:39:33.316420584Z,16.8
2022-11-07T09:39:35.876951459Z,16.9
2022-11-07T09:39:38.29012775Z,16.8
2022-11-07T09:39:40.900713875Z,16.9
2022-11-07T09:39:43.304152084Z,16.9
2022-11-07T09:39:45.81016575Z,16.8
2022-11-07T09:39:48.283473459Z,16.9
2022-11-07T09:39:50.829570917Z,16.8
2022-11-07T09:39:53.388232875Z,16.8
2022-11-07T09:39:55.848019792Z,16.8
2022-11-07T09:39:58.304601334Z,16.8
2022-11-07T09:40:00.8648085Z,16.9
2022-11-07T09:40:03.285567209Z,16.8
2022-11-07T09:40:05.8814805Z,16.8
2022-11-07T09:40:08.286087084Z,16.8
2022-11-07T09:40:10.784790292Z,16.9
2022-11-07T09:40:13.359450584Z,16.8
2022-11-07T09:40:15.784440417Z,16.8
2022-11-07T09:40:18.376923209Z,16.9
2022-11-07T09:40:20.833391625Z,16.9
2022-11-07T09:40:23.366884709Z,16.9
2022-11-07T09:40:25.851370167Z,16.9
2022-11-07T09:40:28.308715084Z,16.9
2022-11-07T09:40:30.870416417Z,16.9
2022-11-07T09:40:33.326346042Z,16.9
2022-11-07T09:40:35.887151834Z,16.9
2022-11-07T09:40:38.285700625Z,16.9
2022-11-07T09:40:40.802918125Z,16.9
2022-11-07T09:40:43.362095125Z,16.9
2022-11-07T09:40:45.786752792Z,16.9
2022-11-07T09:40:48.380059334Z,16.9
2022-11-07T09:40:50.786719125Z,16.9
2022-11-07T09:40:53.286335125Z,16.9
2022-11-07T09:40:55.855844042Z,16.9
2022-11-07T09:40:58.314571584Z,16.9
2022-11-07T09:41:00.78562125Z,16.9
2022-11-07T09:41:03.284844709Z,16.9
2022-11-07T09:41:05.891689709Z,16.9
2022-11-07T09:41:08.286050292Z,16.9
2022-11-07T09:41:10.808502Z,16.9
2022-11-07T09:41:13.366634125Z,16.9
2022-11-07T09:41:15.786363834Z,16.9
2022-11-07T09:41:18.284554Z,16.9
2022-11-07T09:41:20.842585917Z,16.9
2022-11-07T09:41:23.299877459Z,16.9
2022-11-07T09:41:25.86054425Z,16.9
2022-11-07T09:41:28.315571417Z,16.9
2022-11-07T09:41:30.877292375Z,16.9
2022-11-07T09:41:33.336524209Z,16.9
2022-11-07T09:41:35.896613959Z,16.9
2022-11-07T09:41:38.35312075Z,16.9
2022-11-07T09:41:40.785094209Z,16.9
2022-11-07T09:41:43.3726305Z,16.9
2022-11-07T09:41:45.829418292Z,16.9
2022-11-07T09:41:48.285229042Z,16.9
2022-11-07T09:41:50.848078625Z,16.9
2022-11-07T09:41:53.30564025Z,17
2022-11-07T09:41:55.864480042Z,16.9
2022-11-07T09:41:58.285939459Z,16.9
2022-11-07T09:42:00.882901042Z,16.9
2022-11-07T09:42:03.343503417Z,16.9
2022-11-07T09:42:05.798227334Z,17
2022-11-07T09:42:08.357887542Z,17
2022-11-07T09:42:10.816956709Z,17
2022-11-07T09:42:13.376322167Z,17
2022-11-07T09:42:15.78556375Z,17
2022-11-07T09:42:18.393525709Z,17
2022-11-07T09:42:20.786175Z,17
2022-11-07T09:42:23.284393792Z,17
2022-11-07T09:42:25.870260375Z,17
2022-11-07T09:42:28.287459084Z,17
2022-11-07T09:42:30.785514875Z,17
2022-11-07T09:42:33.345828792Z,17
2022-11-07T09:42:35.802420417Z,17
2022-11-07T09:42:38.286046667Z,17
2022-11-07T09:42:40.820287375Z,17
2022-11-07T09:42:43.2860195Z,17
2022-11-07T09:42:45.840446375Z,17
2022-11-07T09:42:48.399927917Z,17
2022-11-07T09:42:50.855872084Z,17
2022-11-07T09:42:53.314827167Z,17
2022-11-07T09:42:55.870386917Z,17
2022-11-07T09:42:58.330057167Z,17
2022-11-07T09:43:00.893325209Z,17
2022-11-07T09:43:03.354077459Z,17
2022-11-07T09:43:05.808094542Z,17
2022-11-07T09:43:08.34932975Z,17
2022-11-07T09:43:10.824268834Z,17
2022-11-07T09:43:13.384791584Z,17
2022-11-07T09:43:15.789923209Z,17
2022-11-07T09:43:18.286329334Z,17
2022-11-07T09:43:20.859990459Z,17
2022-11-07T09:43:23.319534709Z,17
2022-11-07T09:43:25.87819075Z,17
2022-11-07T09:43:28.288073792Z,17
2022-11-07T09:43:30.898225417Z,17
2022-11-07T09:43:33.35372975Z,17
2022-11-07T09:43:35.813163709Z,17
2022-11-07T09:43:38.372506292Z,17
2022-11-07T09:43:40.830806334Z,17
2022-11-07T09:43:43.39283425Z,17
2022-11-07T09:43:45.849426959Z,17
2022-11-07T09:43:48.304492Z,17
2022-11-07T09:43:50.86459375Z,17
2022-11-07T09:43:53.324522292Z,17
2022-11-07T09:43:55.788598917Z,17
2022-11-07T09:43:58.326207084Z,17
2022-11-07T09:44:00.7981125Z,17
2022-11-07T09:44:03.288543917Z,17
2022-11-07T09:44:05.816660667Z,17
2022-11-07T09:44:08.287635084Z,17
2022-11-07T09:44:10.836468917Z,17
2022-11-07T09:44:13.393889542Z,17
2022-11-07T09:44:15.851420875Z,17
2022-11-07T09:44:18.308163334Z,17
2022-11-07T09:44:20.869745084Z,17
2022-11-07T09:44:23.287918167Z,17
2022-11-07T09:44:25.897395334Z,17
2022-11-07T09:44:28.28920025Z,17
2022-11-07T09:44:30.804420084Z,17
2022-11-07T09:44:33.287988709Z,17
2022-11-07T09:44:35.821487417Z,17
2022-11-07T09:44:38.287306459Z,17
2022-11-07T09:44:40.788131584Z,17
2022-11-07T09:44:43.399541125Z,17
2022-11-07T09:44:45.788861709Z,17
2022-11-07T09:44:48.313140542Z,17
2022-11-07T09:44:50.879375959Z,17
2022-11-07T09:44:53.333733334Z,17
2022-11-07T09:44:55.792056167Z,17
2022-11-07T09:44:58.348697584Z,17
2022-11-07T09:45:00.808016167Z,17
2022-11-07T09:45:03.369685959Z,17
2022-11-07T09:45:05.825633625Z,17
2022-11-07T09:45:08.291421875Z,17
2022-11-07T09:45:10.843715917Z,17
2022-11-07T09:45:13.291267417Z,17
2022-11-07T09:45:15.790082875Z,17
2022-11-07T09:45:18.317408125Z,17
2022-11-07T09:45:20.884736584Z,17
2022-11-07T09:45:23.337556459Z,17
2022-11-07T09:45:25.897476042Z,17
2022-11-07T09:45:28.353451084Z,17
2022-11-07T09:45:30.81315525Z,17
2022-11-07T09:45:33.372674875Z,17
2022-11-07T09:45:35.829906Z,17
2022-11-07T09:45:38.388567709Z,17
2022-11-07T09:45:40.849037292Z,17
2022-11-07T09:45:43.307526125Z,17
2022-11-07T09:45:45.867207584Z,17
2022-11-07T09:45:48.322545334Z,17
2022-11-07T09:45:50.885336125Z,17
2022-11-07T09:45:53.342082417Z,17
2022-11-07T09:45:55.799108917Z,17
2022-11-07T09:45:58.359044625Z,17
2022-11-07T09:46:00.815349Z,17
2022-11-07T09:46:03.378323459Z,17
2022-11-07T09:46:05.833000667Z,17
2022-11-07T09:46:08.326655125Z,17
2022-11-07T09:46:10.790010459Z,17
2022-11-07T09:46:13.310678292Z,17
2022-11-07T09:46:15.788628417Z,17
2022-11-07T09:46:18.298053875Z,17
2022-11-07T09:46:20.888373584Z,17
2022-11-07T09:46:23.292313875Z,17
2022-11-07T09:46:25.798910292Z,17
2022-11-07T09:46:28.294986917Z,17
2022-11-07T09:46:30.823822875Z,17
2022-11-07T09:46:33.292427542Z,17
2022-11-07T09:46:35.792587959Z,17
2022-11-07T09:46:38.398125125Z,17
2022-11-07T09:46:40.856570625Z,17
2022-11-07T09:46:43.315720459Z,17
2022-11-07T09:46:45.789405459Z,17
2022-11-07T09:46:48.331683709Z,17
2022-11-07T09:46:50.790762584Z,17
2022-11-07T09:46:53.351206084Z,17
2022-11-07T09:46:55.793365292Z,17
2022-11-07T09:46:58.367476834Z,17
2022-11-07T09:47:00.794029417Z,17
2022-11-07T09:47:03.293708584Z,17
2022-11-07T09:47:05.789502167Z,17
2022-11-07T09:47:08.293715417Z,17
2022-11-07T09:47:10.862622Z,17
2022-11-07T09:47:13.320140959Z,17
2022-11-07T09:47:15.791140459Z,17
2022-11-07T09:47:18.33587725Z,17
