result,table,_start,_stop,_time,_value,_field,_measurement,clientId,lat,lng,prediction
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:37.560096Z,29.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:40.0750878Z,29.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:42.5913244Z,29.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:45.1085495Z,29.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:47.6206443Z,29.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:50.1365826Z,29.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:52.650231Z,29.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:55.1669757Z,29.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:13:57.6783185Z,29.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:00.1914325Z,29.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:02.7077841Z,29.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:05.2210372Z,29.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:07.7359176Z,29.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:10.2540922Z,29.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:12.7634829Z,29.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:15.2777776Z,29.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:17.7947988Z,29.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:20.3131614Z,29.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:22.8243584Z,30,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:25.3367241Z,30,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:27.8538413Z,30,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:30.3664542Z,30,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:32.8793678Z,30,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:35.3925531Z,30,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:37.9097408Z,30,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:40.4237442Z,30,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:42.9407623Z,30.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:45.45326Z,30.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:47.9657986Z,30.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:50.4794871Z,30.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:52.9939416Z,30.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:55.5085291Z,30.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:14:58.0250862Z,30.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:00.5372371Z,30.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:03.0533294Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:05.5674893Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:08.0816077Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:10.5964241Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:13.1127614Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:15.628182Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:18.141158Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:20.656141Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:23.170884Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:25.6902913Z,30.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:28.2041891Z,30.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:30.7171466Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:33.2332207Z,30.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:35.7489776Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:38.2594415Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:40.7762279Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:43.288931Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:45.8013194Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:48.320563Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:50.8322854Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:53.3505035Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:55.8622877Z,30.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:15:58.3767011Z,30.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:00.8940438Z,30.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:03.4091621Z,30.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:05.919764Z,30.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:08.4367242Z,30.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:10.953557Z,30.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:13.4670174Z,30.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:15.9798446Z,30.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:18.4958505Z,30.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:21.0064849Z,30.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:23.5237108Z,30.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:26.0351404Z,30.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:28.5492256Z,30.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:31.0657018Z,30.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:33.577072Z,30.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:36.0952231Z,30.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:38.6111228Z,30.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:41.125208Z,30.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:43.6366278Z,30.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:46.1507136Z,30.8,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:48.6648585Z,30.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:51.1828499Z,30.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:53.6943223Z,30.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:56.2116271Z,30.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:16:58.7246059Z,30.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:01.2407927Z,30.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:03.7604703Z,30.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:06.2713363Z,30.9,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:08.7830921Z,31,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:11.2968751Z,31,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:13.8105656Z,31,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:16.3260952Z,31,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:18.8458507Z,31,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:21.3563992Z,31,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:23.8722035Z,31.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:26.3834159Z,31.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:28.8981254Z,31.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:31.411483Z,31.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:33.9285308Z,31.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:36.4454309Z,31.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:38.959425Z,31.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:41.4773887Z,31.1,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:43.9886953Z,31.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:46.502844Z,31.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:49.0133917Z,31.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:51.5291867Z,31.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:54.0454283Z,31.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:56.5611696Z,31.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:17:59.0771594Z,31.2,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:01.5891484Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:04.1028705Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:06.6157438Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:09.1324769Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:11.6497102Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:14.1597395Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:16.6758371Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:19.1895511Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:21.7051332Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:24.2161811Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:26.7328755Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:29.2475717Z,31.3,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:31.7630423Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:34.2751424Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:36.7888673Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:39.3052394Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:41.8207188Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:44.3328626Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:46.8483546Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:49.365785Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:51.8752057Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:54.3895919Z,31.4,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:56.9049189Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:18:59.4185771Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:01.9333349Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:04.448448Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:06.9630752Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:09.4787041Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:11.9930426Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:14.5079026Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:17.0219338Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:19.5350589Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:22.0501376Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:24.5677536Z,31.5,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:27.0777818Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:29.5921353Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:32.1090888Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:34.6235729Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:37.137754Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:39.6537775Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:42.1664647Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:44.6815178Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:47.196392Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:49.711994Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:52.2263998Z,31.6,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:54.7481349Z,31.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:57.2567735Z,31.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:19:59.7728395Z,31.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
,0,2022-08-10T15:00:00Z,2022-09-20T15:00:00Z,2022-08-25T10:20:02.288156Z,31.7,temperature,val,diubi-esp-32,42.84629,13.904817,no
